Ending,Word
biologo,biologo
bira,bira
biri,biri
birika,birika
bisal,abisal
bisita,bisita
bista,bista
bisuts,bisuts
bitan,bitan
bitik,bitik
bitu,abitu
bitua,abitua
biz,biz
bizar,bizar
bizen,abizen
bkhazia,abkhazia
ble,sable
bloke,bloke
body,body
boi,xaboi
bokal,bokal
bol,futbol
bola,arbola
bolante,bolante
bolu,bolu
bondo,abondo
bono,karbono
bonu,abonu
bor,danbor
borda,borda
bordan,bordan
bordara,bordara
borden,borden
bordez,bordez
borigen,aborigen
boro,boro
bortu,abortu
bosta,bosta
bostan,bostan
bosti,bosti
bot,robot
bota,bota
botika,robotika
boto,boto
boy,cowboy
boz,boz
bra,zebra
brasil,brasil
brasio,abrasio
breto,libreto
bridge,bridge
brigo,abrigo
brusa,brusa
bsente,absente
bside,abside
bsurdo,absurdo
buda,barbuda
budan,barbudan
bueno,bueno
bufalo,bufalo
bukaera,astebukaera
bundi,abundi
bundio,abundio
bur,labur
burezur,burezur
buruil,buruil
buruk,buruk
burundi,burundi
bus,autobus
busti,busti
buztu,abuztu
bypass,bypass
byte,byte
camping,camping
campus,campus
cancer,cancer
casting,casting
cava,cava
cello,cello
cer,cancer
cerone,cicerone
charter,charter
chef,chef
cket,cricket
clown,clown
collage,collage
collie,collie
cornus,capricornus
corpus,corpus
coulomb,coulomb
country,country
cowboy,cowboy
cquerel,becquerel
cricket,cricket
cross,cross
culum,curriculum
cumbia,cumbia
curling,curling
curry,curry
daba,indaba
daberri,udaberri
dagio,adagio
dago,dago
dagonil,dagonil
dakari,lehendakari
dakik,dakik
dal,udal
damu,damu
danbor,danbor
dania,jordania
daniar,daniar
daniera,daniera
dano,giordano
dare,landare
daren,bordaren
daria,bordaria
darien,bordarien
darin,darin
darina,mandarina
dario,dromedario
darnio,eldarnio
daro,adaro
darrain,darrain
dartza,hondartza
date,mendate
dator,dator
dats,adats
datu,datu
datzi,idatzi
daude,daude
dauden,dauden
davia,moldavia
davian,moldavian
dazken,udazken
dean,dean
deek,deek
deekin,deekin
deen,deen
degai,abadegai
degi,adegi
degit,degit
dei,dei
deia,deia
deien,deien
deira,deira
deitura,deitura
dek,dek
deko,deko
del,fardel
dela,kandela
demia,pandemia
demian,pandemian
denda,denda
dendari,dendari
denina,adenina
deoi,akordeoi
dere,andere
dereño,andereño
deri,deri
des-,des-
desa,abadesa
desh,bangladesh
desira,desira
detik,detik
dge,bridge
dian,radian
diat,diat
diate,diate
dibide,adibide
dibidez,adibidez
didan,didan
die,die
dien,dien
diet,diet
diete,diete
diez,mendiez
dik,dik
diken,diken
dil,bildil
dilo,krokodilo
dilok,krokodilok
dinat,dinat
ding,holding
diodo,diodo
dion,dion
diot,diot
dira,dira
diro,diro
dirote,dirote
diru,diru
disko,disko
dit,dit
ditan,menditan
ditu,aditu
ditz,aditz
dizio,tradizio
doa,doa
doan,doan
doi,doi
dol,odol
dolar,dolar
dolba,adolba
dolu,dolu
domeka,domeka
domen,abdomen
domina,domina
don,radon
done,done
donesia,indonesia
doniera,mazedoniera
dora,pandora
dore,adore
dori,ardori
dorra,andorra
dorran,andorran
dortoka,dortoka
dos,ados
dotore,dotore
doza,mendoza
dre,andre
dreilu,adreilu
dres,londres
droga,droga
drogeno,hidrogeno
dromo,aerodromo
duela,duela
duk,duk
duke,duke
duken,duken
duki,eduki
dunak,euskaldunak
dut,dut
dutxa,dutxa
duz,zer moduz
duzu,ingelesez hitz egiten al duzu
e zuria,etxe zuria
e-hauts,lore-hauts
e-katu,etxe-katu
eaga,orreaga
eari,beari
earte,astearte
eartea,asteartea
eazken,asteazken
eazkena,asteazkena
ebari,nebari
eben,neben
ebra,zebra
eburu,asteburu
ech,cromlech
edan,edan
edari,edari
edario,dromedario
ede,fede
eder,eder
edez,mesedez
ediera,suediera
edo,edo
eduki,eduki
edun,edun
eei,semeei
eetan,beetan
eez,geez
efante,elefante
efe,efe
efono,telefono
eft,copyleft
egai,abadegai
egazkin,hegazkin
egen,legen
egiera,norvegiera
egin,egin
egipto,egipto
egit,degit
ego,bego
egon,egon
egro,montenegro
egu,negu
eguei,neguei
eguen,eguen
eguil,neguil
eguna,osteguna
eguzki,eguzki
ehar,behar
eharren,beharren
ehatz,behatz
ehena,astelehena
ehi,behi
ehin,bazen behin
eho,eho
ehoi,lehoi
ehoia,lehoia
ehor,behor
ehun,ehun
eiar,leiar
eiaro,ereiaro
eil,zezeil
eilu,adreilu
einu,erreinu
eismo,ateismo
eitabi,hogeitabi
eitan,seitan
eitura,deitura
eka,domeka
ekain,ekain
ekarna,ekarna
ekatuta,nekatuta
ekazari,nekazari
ekiera,txekiera
eklatu,teklatu
ektoria,traiektoria
ektrodo,elektrodo
ektu,intsektu
eku,leku
elania,gaztelania
elari,atzelari
elarri,belarri
elaun,belaun
eldar,beldar
elder,elder
ele-,tele-
elefono,telefono
elehen,astelehen
elehena,astelehena
eles,ingeles
elesa,ingelesa
elesez,badakizu ingelesez
elgika,belgika
elgikar,belgikar
elitate,fidelitate
elize,helize
elling,travelling
ello,cello
eltro,feltro
elur,elur
ema,bema
emaforo,semaforo
emak,emak
emakume,emakume
emana,alemana
emanera,alemanera
emania,alemania
emaniar,alemaniar
ematika,matematika
emazte,emazte
embert,camembert
emea,semea
emeei,semeei
emendi,zemendi
emere,setemere
emez,semez
emia,pandemia
emian,pandemian
enar,senar
enatu,senatu
endari,dendari
endate,mendate
ende,mende
endente,independente
endia,mendia
endiez,mendiez
enditan,menditan
endoza,mendoza
endu,abendu
ene,ene
enea,enea
enegro,montenegro
enek,enek
eneko,eneko
eneren,eneren
eneritz,eneritz
enez,enez
engibre,jengibre
enigma,enigma
eniko,artseniko
enikoa,artsenikoa
enina,adenina
enis,tenis
enkari,zezenkari
enkien,henkien
enstein,liechtenstein
ensuge,herensuge
enti,ralenti
entina,argentina
entura,abentura
eoi,akordeoi
eologo,teologo
eon,neon
eoni,leoni
eonora,leonora
eopoldo,leopoldo
eorgia,georgia
eorgiar,georgiar
epail,epail
epara,separa
epe,epe
eper,eper
epo,lepo
epuzio,prepuzio
equiem,requiem
eraketa,aukeraketa
eralda,esmeralda
eranto,esperanto
erard,gerard
erardo,gerardo
eraren,leraren
erarkia,hierarkia
eratu,aukeratu
erbi,erbi
erbia,serbia
erbiera,serbiera
erde,berde
erei,lerei
ereiaro,ereiaro
erek,berek
erel,becquerel
ereta,opereta
ereño,andereño
ergia,alergia
erietxe,erietxe
erikano,amerikano
erilio,berilio
erin,berin
ering,catering
erio,monasterio
eriod`,unsupported titles/`period`
erit,berit
eritz,eneritz
erk,zerk
erke,merke
erla,perla
erle,erle
erman,german
ermana,germana
ermita,ermita
erna,taberna
ernart,bernart
erne,erne
erobik,aerobik
erobio,aerobio
eroide,asteroide
erolito,aerolito
erone,cicerone
eros,eros
erosa,erosa
erosi,erosi
erosion,erosion
erosol,aerosol
errai,errai
erran,erran
errauts,errauts
erre,erre
erreinu,erreinu
errera,errera
errez,errez
erria,txerria
erriki,txerriki
erriro,berriro
erritar,baserritar
erro,erro
errogei,berrogei
errusia,errusia
ert,camembert
ertrude,gertrude
ertsona,pertsona
ertzale,abertzale
eru,zeru
eruni,kameruni
es-,des-
esan,esan
esape,besape
esate,esate
esaurre,besaurre
esbatza,abesbatza
ese,ese
esedez,mesedez
esera,galesera
esez,badakizu ingelesez
esh,bangladesh
esia,indonesia
esiera,indonesiera
esira,desira
eska,neska
eskari,eskari
esker,esker
esko,fresko
eskola,eskola
eskozia,eskozia
esku,esku
eslari,abeslari
eslogan,eslogan
esne,esne
eso,beso
esok,besok
esta,festa
estatua,estatua
esti,abesti
estina,palestina
estinar,palestinar
eston,charleston
estonia,estonia
estrata,estrata
estu,abestu
esuma,erresuma
etafora,metafora
etamina,anfetamina
etara,ketara
etasun,abertzaletasun
etek,etek
etemere,setemere
etete,etete
eti,beti
etizia,letizia
etnam,vietnam
eto,libreto
etoiera,bretoiera
etonia,letonia
etor,betor
etorri,etorri
etra,letra
etri,petri
etro,aerometro
ets,amets
etse,etse
euli,euli
eun,leun
eunen,leunen
euni,leuni
euri,euri
euroi,euroi
euron,euron
euskal,euskal
euskara,euskara
euskera,euskera
exiko,mexiko
exu,sexu
exual,homosexual
exuali,homosexuali
eza,meza
ezan,ezan
ezate,bezate
ezeil,zezeil
ezen,zezen
ezer,ezer
ezia,grezia
ezien,gezien
ezker,ezker
ezpain,ezpain
ezpata,ezpata
ezur,burezur
eñe,eñe
eño,andereño
falo,bufalo
falta,falta
familia,familia
fan,fan
fante,elefante
far,nafar
fardel,fardel
farra,farra
fase,fase
faso,burkina faso
fatxada,fatxada
fede,fede
feltro,feltro
feria,feria
festa,festa
fien,filosofien
filtra,infiltra
fin,fin
fluor,fluor
fobia,xenofobia
fokles,sofokles
fono,telefono
forma,forma
formo,kloroformo
foro,semaforo
fosil,fosil
franko,franko
fre,sufre
frea,sufrea
frenia,eskizofrenia
fresko,fresko
frika,hego afrika
friki,friki
froga,froga
frustra,frustra
fruta,fruta
futbol,futbol
gabarra,gabarra
gabe,gabe
gain,gain
gaizto,amesgaizto
gal,portugal
galdar,portugaldar
gale,gale
galera,portugalera
gales,gales
galga,galga
gali,portugali
gamelu,gamelu
gande,igande
gandea,igandea
ganiza,organiza
gante,igante
gapur,singapur
gara,gara
garai,garai
garatxo,garatxo
garbi,garbi
gari,gari
garil,garil
garkia,oligarkia
garri,garri
garril,garagarril
garro,olagarro
gas,gas
gasmo,orgasmo
gat,nogat
gata,agata
gatan,agatan
gate,agate
gaten,agaten
gatz,gatz
gau,gau
gaude,gaude
gauk,gauk
gaur,gaur
gauri,gauri
gauza,gauza
gaz,igaz
gazkin,hegazkin
gazte,gazte
gaztun,ugaztun
gaztuna,ugaztuna
gea,gea
gean,gean
geek,geek
geen,geen
geez,geez
geitabi,hogeitabi
gek,gek
geko,geko
gel,igel
gela,gela
gelera,ingelera
geles,ingeles
gelesa,ingelesa
gelesez,badakizu ingelesez
gelu,angelu
gentina,argentina
georgia,georgia
gera,gera
gerard,gerard
gerardo,gerardo
geri,geri
german,german
germana,germana
gero,gero
gerra,gerra
ges,portuges
getan,getan
geure,geure
gezien,gezien
ghana,ghana
ghanan,ghanan
ght,copyright
giar,georgiar
gibre,jengibre
gida,gida
gikar,belgikar
ginen,ginen
gio,adagio
gipto,egipto
giro,giro
gisa,gisa
gisela,gisela
gismo,neologismo
git,degit
gita,igita
gitu,mugitu
gizen,gizen
gizon,gizon
gladesh,bangladesh
glu,iglu
gma,enigma
gmatiko,enigmatiko
gneo,igneo
gogo,gogo
goi,goi
goikoa,jaungoikoa
gol,gol
gola,angola
golan,angolan
golia,mongolia
goliera,mongoliera
gona,gona
gonil,dagonil
gora,gora
gorka,gorka
gorri,katagorri
gorril,agorril
gosaldu,gosaldu
gotan,pagotan
gozo,gozo
grafiko,pornografiko
gramo,kilogramo
gre,tigre
grea,tigrea
greko,greko
grezia,grezia
gris,gris
guan,antiguan
guar,jaguar
guazten,eguazten
guberri,eguberri
guda,guda
guei,neguei
guen,eguen
guil,neguil
guino,pinguino
gula,angula
gunari,lagunari
gune,abagune
guni,laguni
gur,agur
guri,guri
gurin,gurin
gurri,txingurri
guru,kanguru
guzar,saguzar
guzki,eguzki
habe,habe
hadi,hadi
haga,haga
hagin,hagin
hago,hago
hai,mahai
haiek,haiek
haien,haien
haitz,zuhaitz
hakar,hakar
hakien,hakien
hala,hala
han,han
hana,ghana
hanan,ghanan
handia,britainia handia
hanka,hanka
harakin,harakin
haran,haran
haren,haren
hari,hari
haritz,haritz
harizki,harizki
hark,hark
harren,beharren
harri,harri
hartan,hartan
hartara,hartara
harte,uharte
harter,charter
hartz,hartz
has,has
hasi,hasi
haste,haste
hasten,hasten
hate,ahate
hats,mahats
hau,hau
hauen,hauen
haukat,haukat
haut,haut
hauta,hauta
haute,haute
hazan,hazan
hazera,abkhazera
hazia,abkhazia
haziar,abkhaziar
hazil,hazil
haztu,ahaztu
hef,chef
helio,helio
helize,helize
hemen,hemen
hena,astelehena
henkien,henkien
her,uher
heren,heren
heroan,heroan
herra,herra
herri,herri
heu,heu
heuk,heuk
heure,heure
hez,hez
hien,hien
hiena,hiena
hik,hik
hika,hika
hil,hil
hin,bazen behin
hioen,hioen
hioke,hioke
hion,hion
hire,hire
hiri,hiri
hiro,hiro
hiruz,hiruz
hitan,hitan
hiztegi,hiztegi
hogei,hogei
hoi,lehoi
hoia,lehoia
hol,alkohol
hola,alkohola
holan,alkoholan
holding,holding
holen,alkoholen
holi,alkoholi
holik,alkoholik
hora,ahora
hori,hori
horma,horma
hostaro,hostaro
hosto,hosto
hots,hots
hstan,kazakhstan
hstani,kazakhstani
hua,chihuahua
huahua,chihuahua
huen,huen
huete,kakahuete
hun,ehun
huntz,ahuntz
hur,hur
hura,hura
hurra,hurra
hurri,hurri
huskune,huskune
huts,huts
hutsik,hutsik
i lanka,sri lanka
i lehen,zenbaki lehen
iak,austriak
iakoitz,ebiakoitz
ial,sozial
ializa,industrializa
iamoko,amiamoko
iarma,armiarma
iaro,ereiaro
iat,diat
iate,diate
iatz,maiatz
iaz,iaz
ibai,ibai
ibano,libano
ibar,ibar
iberia,liberia
ibi,ibi
ibia,tibia
ibide,adibide
ibidez,adibidez
ibre,jengibre
ibreto,libreto
icerone,cicerone
icket,cricket
icornus,capricornus
iculum,curriculum
ida,gida
idan,didan
idatzi,idatzi
idente,presidente
idez,adibidez
idge,bridge
idi,idi
idia,lidia
iem,requiem
iena,hiena
ienda,azienda
iet,diet
ieta,urrieta
iete,diete
ietnam,vietnam
ietxe,erietxe
iez,mendiez
iga,biga
igan,igan
igande,igande
igandea,igandea
igante,igante
igarkia,oligarkia
igaz,igaz
igel,igel
igen,aborigen
igeno,oxigeno
ight,copyright
igita,igita
iglu,iglu
igma,enigma
igneo,igneo
igre,tigre
igrea,tigrea
igua,antigua
iguan,antiguan
iheroi,antiheroi
ihi,mihi
ihotz,bihotz
ihuahua,chihuahua
ijan,azerbaijan
ijandar,azerbaijandar
ijanera,azerbaijanera
ijani,azerbaijani
ik asko,eskerrik asko
ikano,amerikano
ikar,belgikar
ikari,politikari
ike,bike
ikel,mikel
iker,iker
ikera,korsikera
ikeria,azerikeria
iket,kriket
ikoi,marikoi
ikoina,zikoina
ikoria,txikoria
ikume,txerrikume
ikusi,ikusi
ilandia,thailandia
ilao,bakailao
ilari,argazkilari
ilarra,zilarra
ilatu,bilatu
ilbeltz,ilbeltz
ilbo,bilbo
ildil,bildil
ilen,ilen
ili,lili
ilia,familia
ilian,lilian
iliera,siziliera
ilio,berilio
ilitate,probabilitate
illy,chantilly
ilo-,kilo-
ilok,krokodilok
ilope,antilope
ilosofo,filosofo
ilota,pilota
iltra,infiltra
ilur,bilur
ima,lima
imalia,animalia
iman,iman
imar,aimar
imarka,danimarka
ime,anime
imeran,primeran
imila,asimila
imino,tximino
imita,imita
imnasio,gimnasio
inamika,aerodinamika
inar,palestinar
inarba,ainarba
inat,dinat
inda,tinda
indaba,indaba
indar,indar
inen,ginen
inera,ukrainera
ingapur,singapur
ingeles,ingeles
inguino,pinguino
ingurri,txingurri
inhoa,ainhoa
inia,espainia
iniar,espainiar
inio,aluminio
inioa,aluminioa
initate,trinitate
inko,jainko
inon,inon
inori,inori
inoso,eskinoso
intxa,urtxintxa
intxo,pintxo
inurri,inurri
inutu,minutu
iod`,unsupported titles/`period`
iodo,diodo
ioen,hioen
ioke,hioke
iolin,biolin
iologia,biologia
iologo,biologo
ional,internazional
ionel,lionel
ionesa,maionesa
ionismo,abolizionismo
ionista,abolizionista
iorba,tiorba
iordano,giordano
iot,diot
ipar,ipar
ipiroi,txipiroi
ipotx,ipotx
ipre,zipre
ipto,egipto
ipurdi,ipurdi
irafa,jirafa
irail,irail
irak,irak
iral,ostiral
irala,ostirala
irale,ortzirale
iran,iran
iraña,piraña
irea,airea
irean,airean
irearen,airearen
ireen,aireen
iren,miren
iria,siria
iribil,kiribil
iriburu,hiriburu
irika,birika
iril,apiril
irin,irin
iritu,espiritu
iritzi,iritzi
irkonio,zirkonio
irla,irla
irlanda,irlanda
irmen,kirmen
iroi,txipiroi
irolisi,pirolisi
iron,liron
irote,dirote
irri,irri
irula,txirula
iruz,hiruz
iruña,iruña
isa,gisa
isal,abisal
ise,aise
isela,gisela
isi,pirolisi
isia,tunisia
isian,tunisian
isil,misil
isita,bisita
isko,disko
isla,isla
ispilu,ispilu
issant,croissant
istola,pistola
istoria,historia
istria,transnistria
isu,pisu
isuts,bisuts
itabi,hogeitabi
itale,ospitale
italia,italia
italian,italian
italiar,italiar
itar,baserritar
itariza,militariza
itasun,eritasun
ite,maite
itegi,inurritegi
itera,litera
iti,politi
itikari,politikari
itiko,politiko
itin,mitin
itio,litio
itona,aitona
itonen,aitonen
itor,aitor
its,sits
itsaso,itsaso
itsusi,itsusi
itua,abitua
ituania,lituania
itura,deitura
iturgin,iturgin
ituta,prostituta
itza,suitza
itzen,martitzen
itzezko,haritzezko
itzi,iritzi
ixen,ixen
ixez,ixez
ixo,kaixo
izain,izain
izan,izan
izare,zizare
izarki,lizarki
ize,helize
izeba,izeba
izeko,izeko
izgai,apaizgai
izio,tradizio
izistan,kirgizistan
izki,harizki
izkora,aizkora
izon,gizon
izotz,izotz
izotza,izotza
izotzil,izotzil
iztegi,hiztegi
izto,amesgaizto
iztor,liztor
izu,aizu
izurde,izurde
izurdea,izurdea
jagon,jagon
jaguar,jaguar
jai,jai
jainko,jainko
jaka,jaka
jamaika,jamaika
janari,janari
jandar,azerbaijandar
janera,azerbaijanera
jani,azerbaijani
japonia,japonia
jatetxe,jatetxe
jausi,elur-jausi
jelio,ebanjelio
jeria,aljeria
jirafa,jirafa
joan,joan
joana,joana
joka,joka
joko,joko
jon,jon
joni,joni
jorrail,jorrail
jostun,jostun
jota,jota
joten,joten
julen,julen
k asko,eskerrik asko
kabil,ukabil
kaera,astebukaera
kafe,kafe
kahuete,kakahuete
kaiku,kaiku
kailao,bakailao
kain,ekain
kaixo,kaixo
kak,kak
kaka,kaka
kako,kako
kakoa,kakoa
kalardo,kakalardo
kaldari,sukaldari
kaldun,euskaldun
kale,kale
kalean,kalean
kalte,kalte
kaltegi,euskaltegi
kamerun,kamerun
kanada,kanada
kandela,kandela
kanguru,kanguru
kano,amerikano
kanpai,kanpai
kapar,kapar
kapo,kapo
karaoke,karaoke
karbono,karbono
karen,karen
karna,ekarna
karroin,karroin
kartago,kartago
kasle,irakasle
kasta,lakasta
kastola,ikastola
kat,haukat
katan,katan
kater,skater
katua,katua
katuta,nekatuta
kaz,kaz
kazari,nekazari
keak,keak
kean,kean
keek,keek
keekin,keekin
keen,keen
kei,kei
kek,kek
keko,keko
kel,mikel
kemen,kemen
kena,asteazkena
kenegun,neskenegun
keratu,aukeratu
keren,bakeren
keri,bakeri
keria,azerikeria
keta,aukeraketa
ketara,ketara
kete,pakete
khazera,abkhazera
khazia,abkhazia
khaziar,abkhaziar
khstan,kazakhstan
khstani,kazakhstani
kiar,eslovakiar
kik,dakik
kil,zakil
kilari,argazkilari
kilo-,kilo-
kinoso,eskinoso
kiribil,kiribil
kirmen,kirmen
kitze,erabakitze
klatu,teklatu
klera,klera
kles,sofokles
koala,koala
koartza,koartza
kobre,kobre
kode,kode
kodilo,krokodilo
kodilok,krokodilok
kohol,alkohol
kohola,alkohola
koholan,alkoholan
koholen,alkoholen
koholi,alkoholi
koholik,alkoholik
koi,marikoi
koina,zikoina
koke,koke
kokots,kokots
kol,oskol
kola,eskola
kolera,kolera
kologia,psikologia
komentu,komentu
kometa,kometa
kondo,ukondo
konio,zirkonio
kono,kono
kontu,kontu
koptero,helikoptero
kora,aizkora
kordeoi,akordeoi
koria,txikoria
koru,koru
kots,kokots
kozia,eskozia
kozpeko,kokozpeko
kraina,ukraina
krata,demokrata
krater,krater
kre,azukre
kriket,kriket
kroazia,kroazia
krobata,akrobata
kros,kros
ktoria,traiektoria
ktrodo,elektrodo
 afrika,hego afrika
kua,kua
kuan,kuan
kuantu,kuantu
kuba,kuba
kuk,kuk
kuko,kuko
kuku,kuku
kulero,kulero
kultura,kultura
kuma,kuma
kumara,kumara
 arabia,saudi arabia
kumentu,dokumentu
kune,huskune
 asko,eskerrik asko
 batean,behin batean
kura,kura
kuren,kuren
kuri,kuri
kurioa,merkurioa
kurkume,txakurkume
kurra,txakurra
kurri,irakurri
kusi,ikusi
kusoinu,eskusoinu
kutitz,eskutitz
kuttun,kuttun
kutun,kutun
kuz,kuz
l duzu,ingelesez hitz egiten al duzu
laba,alaba
labar,labar
labaren,alabaren
laben,alaben
labur,labur
ladesh,bangladesh
laga,laga
lagarro,olagarro
lage,collage
lagun,lagun
laguna,laguna
laguni,laguni
lahar,lahar
lai,alai
laia,plaia
 batua,erresuma batua
lakasta,lakasta
laku,laku
 behin,bazen behin
 beltz,zulo beltz
 duzu,ingelesez hitz egiten al duzu
landare,landare
 egun,gaur egun
 faso,burkina faso
langar,langar
lania,gaztelania
lanka,sri lanka
 handia,britainia handia
lanta,planta
lantain,plantain
lante,bolante
lao,bakailao
laos,laos
lapar,lapar
 lanka,sri lanka
laranja,laranja
lardo,kakalardo
 lehen,zenbaki lehen
larra,zilarra
larri,belarri
laser,laser
lastail,lastail
laster,laster
lastiko,plastiko
later,plater
laterra,ingalaterra
lats,lats
 marino,san marino
 moduz,zer moduz
lauan,lauan
lauk,lauk
lauko,lauko
laun,belaun
laura,laura
lauri,lauri
laut,laut
lautan,lautan
lavia,jugoslavia
lavian,jugoslavian
laza,plaza
lba,adolba
lbania,albania
lbanian,albanian
lbaniar,albaniar
lbeltz,ilbeltz
lbo,bilbo
 zuria,etxe zuria
-hauts,lore-hauts
ldari,sukaldari
ldarnio,eldarnio
ldavia,moldavia
ldavian,moldavian
-jausi,elur-jausi
ldea,aldea
lder,elder
lderen,alderen
ldi,zaldi
ldil,bildil
lding,holding
-katu,etxe-katu
ldu,gosaldu
ldun,euskaldun
ldunak,euskaldunak
le-,tele-
lea,balea
-sare,armiarma-sare
learen,balearen
lech,cromlech
leen,baleen
lefante,elefante
lefono,telefono
left,copyleft
legar,legar
legen,legen
-stop,auto-stop
lehena,astelehena
lehoi,lehoi
lehoia,lehoia
lei,lei
leiar,leiar
leku,leku
leman,aleman
lemana,alemana
lemania,alemania
a batua,erresuma batua
lenti,ralenti
leoni,leoni
leonora,leonora
lepo,lepo
ler,ler
a faso,burkina faso
leraren,leraren
lerei,lerei
lergia,alergia
lero,kulero
a-sare,armiarma-sare
lesa,ingelesa
lesera,galesera
lesez,badakizu ingelesez
lestina,palestina
leston,charleston
let,let
letasun,abertzaletasun
letizia,letizia
letonia,letonia
letra,letra
leun,leun
leunen,leunen
leuni,leuni
lga,galga
lgaria,bulgaria
lgarian,bulgarian
lgariar,bulgariar
lgika,belgika
lgikar,belgikar
abade,abade
abadea,abadea
liar,italiar
libano,libano
liberia,liberia
libreto,libreto
liburu,liburu
lide,lide
lidia,lidia
abadesa,abadesa
abadez,abadez
abadia,abadia
liken,liken
liko,katoliko
lili,lili
lilian,lilian
lima,lima
abagune,abagune
lina,lina
abak,abak
lino,lino
abal,abal
lionel,lionel
liro,liro
liron,liron
lisi,pirolisi
abala,abala
abalean,abalean
abao,abao
lita,polita
abaren,alabaren
litera,litera
liti,politi
litik,politik
litiko,politiko
litio,litio
lito,aerolito
liza,industrializa
lizar,lizar
lizarki,lizarki
lize,helize
lizia,polizia
liztor,liztor
lje,polje
ljeria,aljeria
lkohol,alkohol
lkohola,alkohola
lkoholi,alkoholi
llage,collage
llama,llama
llie,collie
lling,travelling
llo,cello
abarra,gabarra
lo-,kilo-
abata,abata
lodi,lodi
abbi,rabbi
abbia,rabbia
logika,logika
logismo,neologismo
abbien,rabbien
logramo,kilogramo
lohi,lohi
loi,baloi
abdomen,abdomen
loke,bloke
lomazia,diplomazia
lomb,coulomb
londres,londres
lonia,polonia
loniera,poloniera
lope,antilope
lopedia,entziklopedia
lor,alor
lora,talora
lorail,lorail
lore,lore
losofia,filosofia
losofo,filosofo
lota,pilota
lotan,lotan
lotazil,lotazil
lotsa,lotsa
lotu,lotu
lovakia,eslovakia
lovenia,eslovenia
lown,clown
abegi,abegi
lte,kalte
ltegi,euskaltegi
ltera,maltera
lto,basalto
ltra,infiltra
ltro,feltro
ltu,altu
ltura,kultura
ltxoin,altxoin
abei,abei
abel,sabel
ltzarbe,galtzarbe
luke,luke
luki,luki
lum,curriculum
luma,luma
luminio,aluminio
luor,fluor
lupa,lupa
abendu,abendu
lutismo,absolutismo
lutista,absolutista
ma-sare,armiarma-sare
aberna,taberna
abeste,abeste
madan,ramadan
maforo,semaforo
mahai,mahai
mahats,mahats
abesti,abesti
mai,amai
maiatz,maiatz
abestu,abestu
maila,maila
maite,maite
maiz,maiz
mak,emak
makar,makar
makume,emakume
abiera,arabiera
mali,mali
malia,animalia
maliera,somaliera
malin,malin
malta,malta
maltera,maltera
mamu,mamu
abin,sabin
abio,abio
mandar,mandar
mando,mando
manera,alemanera
abisal,abisal
abitu,abitu
maniera,errumaniera
mantar,mantar
mapa,mapa
abitua,abitua
mar.,mar.
mara,kumara
marasma,marasma
maraun,amaraun
marikoi,marikoi
marino,san marino
abizen,abizen
maroko,maroko
marokon,marokon
marra,marra
marrubi,marrubi
marti,marti
martxo,martxo
able,sable
masusta,masusta
mate,tomate
abo,pabo
matiko,enigmatiko
mauka,mauka
mayte,mayte
aboi,xaboi
mazia,diplomazia
mazte,emazte
mbert,camembert
mbia,cumbia
aboli,aboli
medario,dromedario
meei,semeei
mehe,mehe
meka,domeka
melu,gamelu
membert,camembert
abondo,abondo
menda,menda
mendate,mendate
mende,mende
abonu,abonu
mendia,mendia
mendiez,mendiez
mendoza,mendoza
menia,armenia
meniar,armeniar
meniera,armeniera
abortu,abortu
mera,vietnamera
meralda,esmeralda
meran,primeran
mere,setemere
abrasio,abrasio
merke,merke
merun,kamerun
meruni,kameruni
mesedez,mesedez
abre,sabre
metro,aerometro
mets,amets
mexiko,mexiko
mez,semez
meza,meza
abrigo,abrigo
miamoko,amiamoko
mian,pandemian
miarma,armiarma
mihi,mihi
absente,absente
mikel,mikel
miko,ekonomiko
abside,abside
milia,familia
min,min
absurdo,absurdo
minio,aluminio
minioa,aluminioa
mino,tximino
minutu,minutu
miren,miren
misil,misil
abu,abu
mitin,mitin
mito,mito
mlech,cromlech
mnasio,gimnasio
moduz,zer moduz
moking,smoking
abundi,abundi
mokrata,demokrata
molde,molde
mologia,epistemologia
monako,monako
abundio,abundio
morro,zomorro
mosfera,termosfera
mota,mota
motel,motel
motz,motz
motza,motza
mping,camping
mpus,campus
muga,muga
mugan,mugan
mugen,mugen
mugitu,mugitu
mundu,mundu
munismo,komunismo
munista,komunista
mus,mus
museo,museo
musika,musika
musker,musker
musu,musu
mutu,mutu
n behin,bazen behin
na faso,burkina faso
naba,naba
nabar,nabar
nada,kanada
nadin,nadin
nafar,nafar
nafora,anafora
nagon,nagon
nagrama,anagrama
nahi,nahi
nai,unai
naik,naik
nain,nain
nak,euskaldunak
nakar,nakar
nako,monako
nal,internazional
abur,labur
nalista,nazionalista
nam,vietnam
namera,vietnamera
namika,aerodinamika
nano,nano
nanori,nanori
aburu,aburu
abuztu,abuztu
narba,ainarba
nare,nare
adagio,adagio
adan,ramadan
adaro,adaro
nart,bernart
nasa,nasa
nasai,nasai
nasen,nasen
nasio,gimnasio
naski,naski
nat,dinat
natomia,anatomia
nator,nator
natu,senatu
nau,nau
nauka,nauka
naut,arnaut
nauta,aeronauta
adats,adats
nazan,nazan
nazaten,nazaten
nbat,larunbat
nbata,larunbata
nbor,danbor
ncer,cancer
ade,abade
ndaba,indaba
ndakari,lehendakari
adea,abadea
ndare,landare
